age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	target
51.0	4	172281.0	9	13.0	5	12	1	4	1	0.0	0.0	40.0	39	1
24.0	4	222993.0	11	9.0	4	7	3	4	1	0.0	0.0	40.0	39	1
41.0	4	116825.0	12	14.0	2	10	0	4	1	0.0	0.0	55.0	39	0
24.0	4	204226.0	12	14.0	4	10	1	4	0	0.0	0.0	40.0	39	1
34.0	4	61308.0	11	9.0	2	4	0	4	1	0.0	0.0	45.0	39	1
25.0	4	239461.0	12	14.0	4	10	3	4	1	0.0	0.0	35.0	39	1
40.0	0	180362.0	9	13.0	4	0	3	4	0	0.0	0.0	40.0	39	1
37.0	4	162651.0	11	9.0	2	10	0	4	1	0.0	0.0	40.0	4	1
26.0	4	160307.0	12	14.0	4	10	1	4	0	0.0	2001.0	40.0	39	1
42.0	7	138162.0	15	10.0	0	1	3	4	1	0.0	0.0	40.0	39	1
27.0	4	193898.0	9	13.0	0	4	1	4	1	0.0	0.0	52.0	39	1
22.0	4	385077.0	11	9.0	4	3	3	4	1	2907.0	0.0	40.0	39	1
27.0	4	405855.0	6	5.0	4	3	2	4	1	0.0	0.0	40.0	26	1
27.0	6	30244.0	11	9.0	4	5	3	4	1	0.0	0.0	80.0	39	1
62.0	4	185503.0	9	13.0	2	10	0	4	1	0.0	0.0	50.0	39	0
36.0	2	150309.0	8	11.0	2	14	0	0	1	0.0	0.0	40.0	39	1
37.0	7	252939.0	8	11.0	4	10	4	2	0	5455.0	0.0	40.0	39	1
30.0	4	35644.0	8	11.0	4	3	2	4	1	0.0	0.0	40.0	39	1
26.0	4	132749.0	15	10.0	4	1	3	4	0	0.0	0.0	40.0	39	1
32.0	4	180303.0	15	10.0	2	4	0	1	1	0.0	0.0	70.0	35	1
38.0	0	229363.0	11	9.0	2	0	5	4	0	0.0	0.0	4.0	39	1
33.0	4	243266.0	12	14.0	2	4	0	4	1	0.0	0.0	40.0	6	0
24.0	4	150683.0	9	13.0	4	13	3	4	1	0.0	0.0	42.0	39	1
28.0	4	185896.0	15	10.0	4	6	1	0	1	0.0	0.0	47.0	26	1
30.0	4	179747.0	11	9.0	2	3	0	4	1	0.0	0.0	45.0	39	0
35.0	4	119992.0	7	12.0	2	3	0	4	1	0.0	0.0	45.0	39	1
23.0	4	436798.0	15	10.0	2	7	0	4	1	0.0	0.0	40.0	39	1
19.0	0	112780.0	15	10.0	4	0	3	4	0	0.0	0.0	30.0	39	1
63.0	4	122442.0	2	8.0	2	3	0	4	1	0.0	0.0	40.0	39	1
37.0	1	127879.0	15	10.0	4	4	3	2	0	0.0	0.0	40.0	39	1
38.0	6	140117.0	15	10.0	4	8	1	4	0	0.0	0.0	20.0	39	1
46.0	6	198759.0	9	13.0	2	12	0	4	1	0.0	0.0	50.0	39	0
25.0	4	390316.0	6	5.0	2	3	0	4	1	0.0	0.0	40.0	26	1
62.0	1	162876.0	15	10.0	2	1	0	4	1	0.0	0.0	40.0	39	1
41.0	4	112763.0	11	9.0	0	6	3	4	0	2597.0	0.0	40.0	39	1
46.0	4	58126.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
23.0	4	132300.0	9	13.0	4	12	1	4	0	0.0	0.0	40.0	39	1
35.0	4	272476.0	7	12.0	2	8	5	4	0	0.0	0.0	35.0	39	0
51.0	6	78631.0	15	10.0	2	4	0	0	1	0.0	0.0	60.0	39	1
18.0	4	139576.0	11	9.0	4	1	3	4	0	0.0	0.0	40.0	39	1
41.0	4	124639.0	15	10.0	5	3	1	2	1	0.0	0.0	40.0	39	1
40.0	1	190910.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	0
33.0	4	159888.0	11	9.0	2	14	0	4	1	0.0	0.0	40.0	39	1
20.0	4	217421.0	11	9.0	2	1	2	4	0	0.0	0.0	40.0	39	1
20.0	4	81145.0	15	10.0	4	12	1	4	0	0.0	0.0	25.0	39	1
61.0	2	202384.0	9	13.0	2	10	5	4	0	0.0	0.0	30.0	39	1
27.0	4	180262.0	15	10.0	4	4	1	4	0	0.0	0.0	40.0	39	1
55.0	0	105138.0	11	9.0	2	0	5	1	0	0.0	0.0	40.0	39	1
39.0	4	224531.0	11	9.0	2	3	0	4	1	7298.0	0.0	40.0	39	0
17.0	4	226980.0	2	8.0	4	6	3	4	1	0.0	0.0	17.0	39	1
28.0	4	332249.0	15	10.0	4	10	1	4	1	0.0	0.0	25.0	39	1
58.0	4	32954.0	15	10.0	0	1	1	4	0	0.0	0.0	40.0	39	1
21.0	4	129699.0	11	9.0	4	1	1	4	1	0.0	0.0	40.0	39	1
47.0	2	171095.0	7	12.0	2	1	5	4	0	0.0	0.0	35.0	39	0
35.0	4	391937.0	15	10.0	2	4	0	4	1	0.0	0.0	40.0	39	1
23.0	4	179241.0	15	10.0	4	8	3	4	0	0.0	0.0	30.0	39	1
30.0	4	181651.0	9	13.0	2	4	0	4	1	0.0	0.0	50.0	39	1
39.0	1	72887.0	15	10.0	2	4	0	1	1	0.0	0.0	40.0	39	0
18.0	0	40190.0	2	8.0	4	0	3	4	0	0.0	0.0	40.0	39	1
55.0	4	129263.0	11	9.0	0	6	4	4	1	0.0	0.0	40.0	39	1
44.0	4	227065.0	9	13.0	2	4	0	4	1	0.0	0.0	40.0	39	0
23.0	4	201138.0	15	10.0	4	1	1	4	0	0.0	0.0	8.0	39	1
45.0	7	67544.0	12	14.0	0	11	1	4	1	0.0	0.0	50.0	39	1
40.0	6	171615.0	15	10.0	4	3	1	4	1	0.0	0.0	35.0	39	0
25.0	6	159909.0	8	11.0	2	5	0	4	1	0.0	0.0	40.0	39	1
48.0	6	379883.0	12	14.0	2	4	0	4	1	0.0	0.0	40.0	26	0
63.0	4	308028.0	12	14.0	2	13	0	4	1	5013.0	0.0	40.0	39	1
47.0	4	213304.0	4	3.0	5	8	4	4	0	0.0	0.0	40.0	8	1
40.0	4	390369.0	11	9.0	0	3	3	4	1	0.0	0.0	40.0	39	1
44.0	4	230684.0	11	9.0	2	14	0	4	1	0.0	0.0	45.0	39	1
40.0	4	206066.0	11	9.0	2	3	0	4	1	0.0	0.0	50.0	39	1
27.0	4	151382.0	5	4.0	0	7	4	4	1	0.0	974.0	40.0	39	1
25.0	4	297154.0	11	9.0	2	6	0	4	1	2407.0	0.0	40.0	39	1
37.0	4	238049.0	6	5.0	4	9	1	4	0	0.0	0.0	30.0	8	1
36.0	7	166697.0	9	13.0	0	10	4	4	0	0.0	0.0	40.0	39	1
24.0	4	83783.0	9	13.0	4	13	3	4	0	0.0	0.0	40.0	39	1
43.0	4	213416.0	15	10.0	2	7	0	4	1	0.0	0.0	40.0	26	1
42.0	4	339346.0	12	14.0	0	1	1	4	0	0.0	0.0	25.0	39	1
19.0	4	39756.0	15	10.0	4	8	3	4	0	0.0	0.0	15.0	39	1
18.0	4	170183.0	11	9.0	4	8	3	4	0	0.0	0.0	20.0	39	1
52.0	2	153312.0	7	12.0	2	11	0	4	1	0.0	0.0	40.0	39	0
42.0	7	147206.0	8	11.0	2	4	0	4	1	0.0	0.0	40.0	39	0
36.0	4	129357.0	15	10.0	0	1	4	4	0	0.0	0.0	40.0	39	1
51.0	5	210736.0	11	9.0	4	4	1	4	1	10520.0	0.0	40.0	39	0
31.0	4	117507.0	11	9.0	4	3	1	4	1	0.0	0.0	45.0	39	1
26.0	4	191803.0	9	13.0	4	12	1	4	1	0.0	0.0	40.0	39	1
62.0	4	210464.0	11	9.0	4	8	2	2	0	0.0	0.0	38.0	39	1
26.0	4	183965.0	11	9.0	4	3	1	4	1	0.0	0.0	40.0	39	1
66.0	0	188686.0	9	13.0	2	0	5	4	0	0.0	0.0	4.0	39	1
25.0	4	367306.0	15	10.0	4	1	3	4	0	0.0	0.0	40.0	39	1
41.0	4	319366.0	15	10.0	2	13	0	4	1	0.0	0.0	40.0	14	0
27.0	4	297296.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
38.0	1	190174.0	11	9.0	0	10	4	4	0	0.0	0.0	40.0	39	1
32.0	7	203849.0	5	4.0	2	6	0	4	1	0.0	0.0	19.0	39	1
62.0	4	223975.0	5	4.0	2	10	0	4	1	0.0	0.0	20.0	39	1
43.0	2	34640.0	11	9.0	2	4	0	3	1	0.0	1887.0	40.0	39	0
58.0	6	162970.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	1
25.0	4	254746.0	8	11.0	4	1	1	4	0	0.0	0.0	40.0	39	1
29.0	4	58522.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
38.0	4	194809.0	15	10.0	0	10	3	4	0	0.0	0.0	40.0	39	1
41.0	1	29606.0	15	10.0	2	1	5	0	0	0.0	0.0	40.0	39	0
52.0	5	101017.0	11	9.0	0	4	4	4	1	0.0	0.0	38.0	39	1
63.0	4	55946.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
35.0	4	167990.0	6	5.0	2	7	0	4	1	0.0	0.0	40.0	2	1
31.0	4	158162.0	9	13.0	4	4	1	4	0	13550.0	0.0	50.0	39	0
36.0	4	588739.0	9	13.0	0	12	1	4	0	0.0	0.0	40.0	19	1
23.0	4	332657.0	15	10.0	4	8	1	4	0	0.0	0.0	25.0	39	1
36.0	4	145704.0	11	9.0	0	7	4	4	0	0.0	0.0	40.0	39	1
22.0	4	93131.0	15	10.0	4	8	1	1	1	1055.0	0.0	20.0	3	1
44.0	4	229148.0	11	9.0	4	6	1	2	1	0.0	0.0	35.0	39	1
50.0	4	302372.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	1
36.0	4	81259.0	7	12.0	0	10	4	4	0	0.0	0.0	36.0	39	1
42.0	2	69758.0	7	12.0	0	11	1	1	1	0.0	0.0	48.0	39	0
55.0	6	193374.0	11	9.0	0	3	1	4	1	0.0	0.0	40.0	39	1
51.0	4	210736.0	0	6.0	3	3	2	4	1	0.0	0.0	40.0	39	1
28.0	4	48894.0	11	9.0	2	1	3	4	0	0.0	0.0	40.0	39	1
45.0	2	185588.0	9	13.0	0	10	4	4	0	0.0	0.0	40.0	39	1
45.0	2	195418.0	12	14.0	0	10	1	2	1	0.0	0.0	40.0	39	1
27.0	4	38918.0	11	9.0	4	14	1	4	1	0.0	1876.0	75.0	39	1
47.0	6	194590.0	9	13.0	2	12	0	4	1	0.0	0.0	44.0	39	1
26.0	4	290286.0	11	9.0	4	3	1	2	1	0.0	0.0	40.0	39	1
34.0	4	69251.0	15	10.0	2	8	0	1	1	0.0	0.0	40.0	30	1
39.0	4	226894.0	11	9.0	2	6	0	2	1	0.0	0.0	40.0	39	1
55.0	6	100569.0	11	9.0	5	5	4	4	0	0.0	0.0	55.0	39	1
60.0	4	216574.0	9	13.0	0	4	1	4	0	0.0	0.0	40.0	39	0
43.0	6	56920.0	11	9.0	2	3	0	4	1	0.0	0.0	60.0	39	1
18.0	4	201901.0	11	9.0	4	6	3	4	0	0.0	1719.0	15.0	39	1
21.0	0	80680.0	11	9.0	4	0	1	4	0	0.0	0.0	40.0	39	1
39.0	4	77146.0	9	13.0	2	4	0	4	1	0.0	1887.0	50.0	39	0
39.0	4	382802.0	0	6.0	6	7	1	2	1	0.0	1590.0	40.0	39	1
49.0	4	151267.0	8	11.0	0	10	4	2	0	0.0	0.0	40.0	39	1
33.0	4	153151.0	11	9.0	4	6	3	4	1	4416.0	0.0	40.0	39	1
45.0	4	20534.0	15	10.0	5	3	1	4	1	0.0	0.0	41.0	39	1
35.0	4	301862.0	11	9.0	4	3	4	4	1	0.0	0.0	50.0	39	1
44.0	0	195488.0	2	8.0	5	0	1	4	0	0.0	0.0	36.0	33	1
35.0	4	99357.0	9	13.0	2	4	5	4	0	0.0	1977.0	30.0	39	0
44.0	4	98466.0	0	6.0	4	5	4	4	1	0.0	0.0	35.0	39	1
63.0	6	391121.0	5	4.0	2	5	0	4	1	0.0	0.0	30.0	39	1
26.0	4	180514.0	9	13.0	4	3	1	2	1	0.0	0.0	40.0	39	1
49.0	4	402462.0	9	13.0	3	14	4	4	1	0.0	0.0	30.0	4	1
28.0	4	115677.0	7	12.0	4	1	3	4	1	0.0	0.0	32.0	39	1
23.0	0	192028.0	15	10.0	4	0	3	4	0	0.0	0.0	35.0	39	1
48.0	4	125421.0	12	14.0	0	4	4	4	0	0.0	0.0	40.0	39	0
26.0	6	231714.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
28.0	2	216481.0	9	13.0	4	10	1	4	0	0.0	0.0	40.0	39	1
24.0	4	112137.0	9	13.0	4	12	3	1	0	0.0	0.0	50.0	35	1
19.0	4	25429.0	15	10.0	4	12	1	4	0	0.0	0.0	25.0	39	1
24.0	4	283896.0	11	9.0	4	6	1	4	1	0.0	0.0	40.0	39	1
54.0	4	35576.0	15	10.0	2	12	0	4	1	0.0	2415.0	50.0	39	0
64.0	0	178724.0	11	9.0	2	0	5	4	0	0.0	0.0	20.0	39	1
20.0	4	237956.0	11	9.0	4	11	3	4	1	0.0	0.0	40.0	5	1
25.0	4	243560.0	11	9.0	4	12	3	4	0	0.0	0.0	40.0	4	1
19.0	4	223648.0	11	9.0	4	12	1	4	1	4101.0	0.0	48.0	39	1
62.0	4	174201.0	6	5.0	6	8	4	2	0	0.0	0.0	25.0	39	1
29.0	4	203797.0	15	10.0	2	4	0	2	1	0.0	0.0	40.0	39	1
26.0	4	109457.0	0	6.0	2	3	2	4	1	0.0	0.0	48.0	39	1
32.0	4	90705.0	11	9.0	2	14	0	4	1	0.0	0.0	60.0	39	0
31.0	2	446358.0	10	16.0	4	10	1	4	1	0.0	0.0	50.0	26	0
20.0	4	88676.0	11	9.0	4	6	3	4	1	0.0	0.0	40.0	39	1
19.0	0	175499.0	1	7.0	4	0	3	4	0	0.0	0.0	30.0	39	1
38.0	4	259846.0	11	9.0	2	3	0	4	1	0.0	0.0	60.0	39	0
56.0	4	217775.0	11	9.0	0	14	1	4	1	0.0	0.0	50.0	39	0
28.0	1	366533.0	15	10.0	4	1	1	4	0	0.0	0.0	40.0	39	1
51.0	6	291755.0	5	4.0	2	4	0	4	1	0.0	0.0	42.0	39	1
20.0	4	266467.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
23.0	7	241951.0	15	10.0	4	10	1	4	1	0.0	0.0	40.0	39	1
20.0	4	133352.0	15	10.0	4	1	3	1	0	0.0	0.0	40.0	40	1
45.0	4	247120.0	11	9.0	2	14	2	4	0	0.0	0.0	50.0	0	1
37.0	4	67125.0	11	9.0	0	12	1	4	1	0.0	0.0	60.0	39	1
60.0	4	240521.0	11	9.0	2	3	0	4	1	7298.0	0.0	40.0	39	0
45.0	4	112929.0	5	4.0	0	7	1	2	0	0.0	0.0	35.0	39	1
49.0	2	223342.0	15	10.0	0	1	1	4	0	0.0	0.0	44.0	39	1
38.0	4	103925.0	11	9.0	4	1	4	4	0	0.0	0.0	35.0	39	1
17.0	0	262196.0	0	6.0	4	0	3	4	1	0.0	0.0	8.0	39	1
46.0	1	219967.0	9	13.0	2	4	0	4	1	0.0	0.0	40.0	39	0
21.0	4	224632.0	9	13.0	4	1	3	2	0	0.0	0.0	38.0	39	1
36.0	6	280169.0	15	10.0	2	5	0	4	1	3456.0	0.0	8.0	39	1
42.0	4	138662.0	15	10.0	5	1	3	4	0	0.0	0.0	40.0	39	1
58.0	4	102509.0	0	6.0	0	14	1	2	1	0.0	0.0	50.0	39	1
60.0	0	225894.0	13	1.0	6	0	1	4	0	0.0	0.0	40.0	13	1
29.0	4	84560.0	11	9.0	4	6	3	4	1	0.0	0.0	40.0	39	1
54.0	6	230951.0	9	13.0	2	4	0	4	1	0.0	0.0	40.0	39	0
24.0	4	196943.0	8	11.0	2	10	0	4	1	0.0	0.0	40.0	39	0
23.0	0	263899.0	11	9.0	4	0	3	2	1	0.0	0.0	12.0	9	1
37.0	4	80303.0	15	10.0	2	13	0	4	1	0.0	0.0	40.0	39	0
30.0	4	203181.0	8	11.0	4	4	3	4	1	0.0	0.0	36.0	39	1
39.0	7	126894.0	10	16.0	4	10	1	2	0	0.0	0.0	30.0	39	1
43.0	4	105936.0	11	9.0	2	1	5	4	0	0.0	0.0	35.0	39	0
56.0	2	183169.0	12	14.0	6	10	1	4	0	0.0	0.0	40.0	39	1
47.0	4	213140.0	8	11.0	2	3	0	4	1	7688.0	0.0	40.0	39	0
17.0	4	142912.0	0	6.0	4	8	3	4	1	0.0	0.0	40.0	39	1
17.0	0	94492.0	0	6.0	4	0	3	4	0	0.0	0.0	30.0	39	1
28.0	4	46987.0	8	11.0	4	13	3	4	0	2174.0	0.0	36.0	39	1
60.0	5	75257.0	11	9.0	2	3	5	4	0	0.0	0.0	40.0	39	1
31.0	4	200246.0	6	5.0	4	8	3	4	1	0.0	0.0	40.0	39	1
62.0	6	26857.0	5	4.0	6	5	2	4	0	0.0	0.0	35.0	39	1
68.0	4	192829.0	7	12.0	0	4	1	4	0	0.0	0.0	43.0	39	1
57.0	4	226875.0	5	4.0	2	12	0	4	1	0.0	0.0	50.0	39	1
19.0	4	237433.0	11	9.0	4	10	1	4	0	4416.0	0.0	40.0	39	1
57.0	4	372967.0	0	6.0	0	1	2	4	0	0.0	0.0	70.0	11	1
40.0	4	121466.0	11	9.0	0	1	1	4	1	0.0	0.0	40.0	39	1
18.0	4	88440.0	11	9.0	2	12	5	4	0	0.0	0.0	36.0	39	1
52.0	1	165050.0	11	9.0	4	1	1	4	1	0.0	0.0	48.0	39	0
21.0	4	85088.0	15	10.0	4	8	3	4	0	0.0	0.0	37.0	39	1
37.0	4	132879.0	11	9.0	2	4	0	4	1	0.0	0.0	40.0	39	0
50.0	4	193081.0	13	1.0	4	8	1	2	0	0.0	0.0	40.0	14	1
36.0	4	321733.0	9	13.0	0	4	1	4	1	0.0	1741.0	40.0	39	1
59.0	6	75804.0	11	9.0	2	5	0	4	1	0.0	0.0	65.0	39	0
34.0	4	191834.0	8	11.0	2	3	0	4	1	0.0	0.0	48.0	39	1
45.0	4	138342.0	11	9.0	2	3	0	4	1	0.0	0.0	84.0	39	1
46.0	4	270693.0	11	9.0	4	6	3	4	1	3674.0	0.0	30.0	39	1
34.0	4	195602.0	7	12.0	2	3	0	4	1	0.0	0.0	44.0	39	1
29.0	4	54131.0	15	10.0	4	12	1	4	1	0.0	0.0	30.0	39	1
46.0	4	172695.0	1	7.0	6	8	1	4	0	0.0	0.0	27.0	8	1
66.0	4	284021.0	11	9.0	6	12	1	4	0	0.0	0.0	40.0	39	1
33.0	4	40681.0	15	10.0	4	10	1	4	0	3674.0	0.0	16.0	39	1
46.0	2	441542.0	9	13.0	2	14	0	2	1	0.0	0.0	40.0	39	1
58.0	4	175127.0	2	8.0	2	14	2	4	1	0.0	0.0	40.0	39	1
40.0	0	253717.0	1	7.0	2	0	5	4	0	0.0	0.0	16.0	39	1
52.0	2	35092.0	10	16.0	2	4	0	4	1	0.0	0.0	40.0	39	0
36.0	4	226013.0	11	9.0	2	7	0	2	1	5178.0	0.0	40.0	39	0
36.0	0	356838.0	2	8.0	4	0	1	4	1	0.0	0.0	35.0	39	1
38.0	4	196123.0	11	9.0	2	3	0	4	1	0.0	0.0	50.0	39	1
22.0	0	118910.0	15	10.0	4	0	1	4	1	0.0	0.0	43.0	39	1
26.0	4	137658.0	9	13.0	4	4	1	4	0	0.0	0.0	45.0	39	1
45.0	4	112305.0	15	10.0	0	8	4	2	0	0.0	0.0	40.0	39	1
42.0	4	190403.0	15	10.0	5	4	1	4	1	0.0	0.0	60.0	2	1
39.0	6	188069.0	11	9.0	2	5	0	4	1	0.0	0.0	60.0	39	0
20.0	4	218215.0	15	10.0	4	1	3	4	0	0.0	0.0	40.0	39	1
38.0	4	222573.0	11	9.0	5	7	4	4	0	0.0	0.0	40.0	39	1
49.0	6	203505.0	11	9.0	0	12	1	4	0	0.0	0.0	30.0	39	1
42.0	4	482211.0	11	9.0	4	3	2	4	1	0.0	0.0	40.0	39	1
46.0	4	226032.0	9	13.0	2	12	5	4	0	0.0	0.0	16.0	39	0
33.0	4	50276.0	9	13.0	4	4	1	4	1	0.0	0.0	40.0	39	1
53.0	6	257126.0	2	8.0	2	3	0	4	1	0.0	0.0	45.0	39	1
36.0	6	186035.0	14	15.0	2	12	0	4	1	0.0	0.0	30.0	39	0
70.0	4	184176.0	11	9.0	0	8	1	4	0	0.0	0.0	28.0	39	1
33.0	4	53042.0	2	8.0	4	3	3	2	1	0.0	0.0	40.0	39	1
42.0	4	154374.0	11	9.0	2	14	0	4	1	0.0	0.0	50.0	39	0
30.0	0	97281.0	15	10.0	5	0	1	4	1	0.0	0.0	60.0	39	1
47.0	4	155659.0	15	10.0	2	3	0	4	1	7688.0	0.0	55.0	39	0
37.0	4	31368.0	15	10.0	2	3	0	4	1	0.0	0.0	40.0	39	1
51.0	4	35576.0	11	9.0	0	3	1	4	1	0.0	0.0	38.0	39	1
24.0	4	214399.0	9	13.0	4	10	3	4	0	0.0	0.0	55.0	39	1
39.0	4	168894.0	15	10.0	4	1	1	4	0	0.0	0.0	40.0	39	1
56.0	4	250517.0	8	11.0	2	3	0	4	1	0.0	0.0	45.0	39	1
30.0	4	159888.0	9	13.0	4	12	1	4	1	0.0	0.0	60.0	39	0
35.0	6	241998.0	9	13.0	2	3	0	4	1	0.0	0.0	45.0	39	1
39.0	4	174343.0	6	5.0	2	3	0	4	1	0.0	0.0	40.0	39	1
28.0	4	199903.0	9	13.0	4	1	1	4	0	0.0	0.0	20.0	39	1
36.0	6	35945.0	5	4.0	2	7	0	4	1	7298.0	0.0	45.0	39	0
33.0	4	122672.0	11	9.0	2	5	0	4	1	0.0	0.0	50.0	39	1
30.0	4	310889.0	8	11.0	2	4	0	4	1	0.0	0.0	50.0	39	0
20.0	1	178517.0	15	10.0	4	13	1	4	1	0.0	0.0	40.0	39	1
21.0	4	180690.0	11	9.0	4	7	3	4	1	0.0	0.0	40.0	39	1
51.0	1	72436.0	11	9.0	2	4	0	4	1	0.0	0.0	57.0	39	0
57.0	4	182677.0	9	13.0	2	4	0	1	1	4508.0	0.0	40.0	35	1
45.0	0	119835.0	5	4.0	0	0	1	0	1	0.0	0.0	48.0	39	1
60.0	4	142922.0	11	9.0	2	3	0	4	1	0.0	0.0	50.0	39	1
49.0	4	239865.0	1	7.0	2	14	0	4	1	0.0	0.0	40.0	39	1
36.0	4	178815.0	9	13.0	4	4	1	4	1	8614.0	0.0	40.0	39	0
30.0	4	316606.0	9	13.0	4	10	1	4	0	0.0	2339.0	50.0	39	1
49.0	4	87928.0	11	9.0	2	1	0	4	1	0.0	0.0	40.0	39	0
38.0	4	107302.0	15	10.0	2	3	0	4	1	3103.0	0.0	40.0	39	0
45.0	2	160187.0	11	9.0	3	1	4	2	0	0.0	0.0	40.0	39	1
34.0	0	317219.0	15	10.0	2	0	5	4	0	0.0	0.0	20.0	39	0
45.0	4	261278.0	9	13.0	2	10	5	1	0	5178.0	0.0	40.0	30	0
52.0	4	155434.0	11	9.0	2	4	0	4	1	0.0	0.0	48.0	39	1
37.0	4	210830.0	8	11.0	0	10	4	4	0	0.0	0.0	38.0	39	1
22.0	4	107801.0	8	11.0	4	1	3	4	0	0.0	0.0	40.0	39	1
50.0	4	24013.0	15	10.0	2	4	0	4	1	0.0	0.0	84.0	39	0
29.0	7	147256.0	7	12.0	4	10	1	2	1	0.0	0.0	40.0	39	0
44.0	4	239723.0	15	10.0	3	3	4	4	0	1506.0	0.0	45.0	39	1
40.0	4	96055.0	11	9.0	5	1	4	4	0	0.0	0.0	45.0	39	1
33.0	6	132565.0	1	7.0	2	3	0	4	1	0.0	0.0	40.0	39	1
32.0	4	80058.0	1	7.0	0	12	1	4	1	0.0	0.0	43.0	39	0
19.0	4	183041.0	1	7.0	4	6	3	4	1	0.0	0.0	24.0	39	1
40.0	4	171888.0	9	13.0	2	10	5	4	0	0.0	0.0	24.0	39	0
25.0	4	157900.0	15	10.0	5	1	4	4	0	0.0	0.0	40.0	39	1
41.0	4	203761.0	9	13.0	2	10	0	4	1	0.0	0.0	40.0	39	0
50.0	4	106422.0	11	9.0	2	12	5	2	0	0.0	1485.0	37.0	39	0
22.0	4	183083.0	15	10.0	4	7	1	4	0	0.0	0.0	35.0	39	1
46.0	7	106705.0	12	14.0	4	4	1	4	0	0.0	0.0	38.0	39	1
63.0	1	160473.0	11	9.0	6	1	1	4	0	0.0	0.0	40.0	39	1
43.0	4	111483.0	15	10.0	2	12	0	4	1	7298.0	0.0	40.0	39	0
46.0	1	97863.0	8	11.0	2	1	0	4	1	5178.0	0.0	40.0	39	0
33.0	4	356015.0	11	9.0	5	3	1	0	1	0.0	0.0	35.0	17	1
38.0	4	170174.0	0	6.0	2	7	0	4	1	0.0	0.0	40.0	39	0
32.0	4	116138.0	12	14.0	4	13	1	1	1	0.0	0.0	11.0	36	1
27.0	4	154210.0	1	7.0	3	12	3	1	1	0.0	0.0	35.0	19	1
47.0	1	197038.0	9	13.0	2	10	0	4	1	0.0	0.0	50.0	39	1
29.0	4	94880.0	15	10.0	3	3	2	4	1	0.0	0.0	40.0	26	1
17.0	4	108085.0	2	8.0	4	8	3	4	0	0.0	0.0	24.0	39	1
36.0	6	153976.0	11	9.0	2	14	0	4	1	0.0	0.0	50.0	39	1
22.0	4	137876.0	15	10.0	4	11	1	4	1	0.0	0.0	20.0	39	1
23.0	7	61743.0	4	3.0	4	14	1	4	1	0.0	0.0	35.0	39	1
21.0	4	191497.0	15	10.0	4	12	3	4	0	0.0	0.0	20.0	39	1
42.0	4	167534.0	11	9.0	2	6	0	4	1	5013.0	0.0	35.0	39	1
24.0	4	395297.0	15	10.0	4	12	3	4	0	0.0	0.0	35.0	39	1
54.0	0	410114.0	11	9.0	2	0	0	4	1	0.0	0.0	40.0	39	1
25.0	4	274228.0	11	9.0	4	8	1	4	1	0.0	0.0	65.0	39	1
43.0	4	174575.0	9	13.0	0	4	1	4	1	0.0	1564.0	45.0	39	0
39.0	5	188069.0	8	11.0	2	4	0	4	1	0.0	0.0	60.0	39	0
21.0	4	188923.0	11	9.0	4	8	3	4	0	0.0	0.0	25.0	39	1
47.0	4	211668.0	11	9.0	2	7	5	2	0	0.0	0.0	40.0	39	0
18.0	4	102690.0	1	7.0	4	7	3	0	1	0.0	0.0	40.0	39	1
26.0	4	160300.0	11	9.0	4	7	3	4	1	0.0	0.0	40.0	39	1
19.0	4	277695.0	13	1.0	4	5	1	4	1	0.0	0.0	36.0	17	1
39.0	4	31670.0	11	9.0	2	5	0	4	1	0.0	0.0	65.0	39	1
51.0	4	95329.0	12	14.0	0	11	4	4	1	0.0	0.0	40.0	39	1
36.0	7	25806.0	10	16.0	2	10	0	1	1	0.0	0.0	40.0	3	1
32.0	4	131425.0	9	13.0	2	7	0	4	1	0.0	0.0	50.0	39	1
22.0	4	408383.0	15	10.0	4	14	3	4	1	0.0	0.0	40.0	39	1
36.0	4	158363.0	11	9.0	4	7	1	4	1	0.0	0.0	50.0	39	1
38.0	5	141584.0	11	9.0	0	12	4	4	1	0.0	0.0	55.0	39	1
30.0	6	96480.0	12	14.0	2	10	5	4	0	0.0	0.0	60.0	39	0
27.0	4	188941.0	15	10.0	2	13	0	4	1	3908.0	0.0	40.0	39	1
66.0	0	160995.0	0	6.0	0	0	1	4	0	1086.0	0.0	20.0	39	1
44.0	5	95150.0	15	10.0	2	4	0	4	1	0.0	0.0	50.0	39	0
41.0	7	365986.0	11	9.0	0	11	1	4	1	0.0	0.0	40.0	39	0
58.0	4	219504.0	2	8.0	0	14	4	2	1	0.0	0.0	45.0	39	0
27.0	4	410351.0	11	9.0	2	3	0	4	1	0.0	0.0	40.0	39	1
29.0	4	157612.0	9	13.0	4	10	1	4	0	14344.0	0.0	40.0	39	0
